beta,alpha,delta
0.77583,0.59015,0.041944999999999996
0.24844000000000002,0.17563,0.010196
0.23674,0.10815,0.018473
0.38313,0.32566999999999996,0.024947999999999998
0.16289,0.10390999999999999,0.022046
0.17443,0.11275999999999999,0.015216
0.52896,0.35619,0.021235
0.53303,0.32628,0.024579
0.38466,0.29789,0.027536
0.2576,0.15617999999999999,0.036253
0.66676,0.30851999999999996,0.010254000000000001
0.48535,0.31824,0.045685
0.31496999999999997,0.25111,0.040685
0.5233,0.19211,0.042629
0.50869,0.24798,0.049051
0.63046,0.13465,0.049033999999999994
0.76751,0.6676,0.021696
0.60635,0.15298,0.022232
0.5716,0.33687,0.030804
0.48268,0.41362,0.018881000000000002
0.39724,0.24995,0.017963
0.29141,0.17345,0.037007
0.1991,0.11437,0.020638999999999998
0.5878399999999999,0.30656,0.028841000000000002
0.52166,0.14415,0.018772
0.39589,0.12625,0.024687
0.58292,0.24600000000000002,0.044569
0.79388,0.19452,0.032507999999999995
0.30213,0.15394000000000002,0.046653
0.28502,0.16082,0.018933000000000002
0.71237,0.48616000000000004,0.01707
0.7397199999999999,0.37523,0.0375
0.31311,0.15439,0.015923
0.51305,0.25598000000000004,0.048641000000000004
0.56002,0.1682,0.043697
0.5140100000000001,0.15477,0.030005
0.59334,0.21753000000000003,0.036494
0.44116000000000005,0.3481,0.04124
0.56401,0.35069,0.044686000000000003
0.44846,0.349,0.025199
0.5899800000000001,0.36156,0.041507999999999996
0.48573,0.15225,0.041041
0.54072,0.16155,0.016651
0.23593000000000003,0.17705,0.046507
0.27716,0.20617,0.022412
0.39135,0.29453,0.013201
0.4803,0.17474,0.024312
0.27399,0.14973,0.040083999999999995
0.2903,0.18684,0.046350999999999996
0.15803,0.10524000000000001,0.041351
0.73049,0.42081,0.042332
0.69934,0.48511000000000004,0.016973
0.7539100000000001,0.42162,0.011751000000000001
0.1591,0.10597000000000001,0.034677
0.5275,0.35604,0.014216
0.31778,0.15538,0.033957999999999995
0.6833600000000001,0.47386000000000006,0.023359
0.66643,0.48181999999999997,0.01541
0.61406,0.22926,0.035185
0.46441000000000004,0.1073,0.040535
0.25461999999999996,0.19627,0.045999
0.20983000000000002,0.15930999999999998,0.03851
0.45043,0.21995,0.017406
0.32761,0.15496,0.042881
0.65961,0.36549,0.026258999999999998
0.25682,0.15577,0.027807
0.30413,0.22884000000000002,0.02675
0.32156999999999997,0.26998,0.036357
0.32053000000000004,0.20314000000000002,0.013691
0.20772,0.10362,0.029508999999999997
0.32355,0.10586,0.013692
0.34193,0.12722,0.010948999999999999
0.43749,0.34708,0.044736
0.6228899999999999,0.49416000000000004,0.035171
0.6999,0.50652,0.037306
0.41268,0.2582,0.043805000000000004
0.62716,0.10572000000000001,0.030452999999999997
0.52553,0.38682,0.02815
0.49041,0.23786,0.034765
0.75645,0.56958,0.031714
0.31815,0.1226,0.041750999999999996
0.77987,0.7139,0.036788999999999995
0.55615,0.34526,0.013796000000000001
0.27505,0.18508,0.021226
0.49188000000000004,0.325,0.048839999999999995
0.6199399999999999,0.25776,0.049412
0.6328199999999999,0.30095,0.023224
0.68988,0.55675,0.029651999999999998
0.6494800000000001,0.38093,0.040813999999999996
0.46853,0.28926999999999997,0.014006000000000001
0.3806,0.29744,0.043747
0.44692,0.2702,0.039435000000000005
0.30405,0.20342000000000002,0.032867
0.76991,0.56672,0.020066
0.2427,0.12145999999999998,0.041545
0.61578,0.4318,0.040655000000000004
0.20626,0.14252,0.023497999999999998
0.69182,0.46708999999999995,0.048258999999999996
0.43888,0.26277,0.031708
0.29262,0.15789,0.029916
0.61997,0.25383,0.027774
0.54514,0.29465,0.037197
0.54785,0.48899,0.031427
0.6097100000000001,0.21231,0.020708
0.67023,0.12587,0.049789
0.4161,0.35448,0.03611
0.34859,0.20789000000000002,0.036289
0.50097,0.37009000000000003,0.039760000000000004
0.33746,0.19507,0.023431
0.51051,0.18491,0.042688
0.47811000000000003,0.19730999999999999,0.049264999999999996
0.2974,0.14003,0.047542
0.54288,0.44885,0.014855000000000002
0.16801,0.11434000000000001,0.024235
0.24752,0.15691,0.017717
0.5060899999999999,0.2952,0.018624
0.27095,0.17168,0.049144
0.1649,0.11482,0.012882
0.6814399999999999,0.33501,0.035583
0.68277,0.52131,0.027738
0.36095,0.28603,0.049649
0.51356,0.20913,0.047810000000000005
0.68947,0.5098,0.036679
0.54505,0.38056999999999996,0.047139
0.5004,0.10122,0.045334
0.39721999999999996,0.28368000000000004,0.038350999999999996
0.20551,0.12405999999999999,0.029908999999999998
0.23997,0.12857000000000002,0.033798
0.6711,0.22399000000000002,0.011424
0.6735399999999999,0.52594,0.041082
0.21388000000000001,0.12111,0.04386
0.54555,0.13351,0.016168000000000002
0.6118100000000001,0.49393000000000004,0.048408
0.25653000000000004,0.18092,0.026758999999999998
0.32935,0.13028,0.047027
0.2674,0.18188,0.019429
0.28031,0.19194,0.011209
0.26306,0.19585999999999998,0.047077999999999995
0.6451,0.34317,0.047678
0.26758000000000004,0.18359,0.014603
0.5492,0.13839,0.045531999999999996
0.45819,0.33018000000000003,0.038367
0.62249,0.48555,0.026298000000000002
0.62173,0.36246,0.014506999999999999
0.23443000000000003,0.11554,0.032975
0.23103,0.11778,0.037012
0.74183,0.39233,0.048315
0.49613999999999997,0.39166,0.037736
0.53112,0.25681,0.015865999999999998
0.25645999999999997,0.13185999999999998,0.037125
0.6831,0.58073,0.025582
0.70135,0.18617999999999998,0.017856
0.71106,0.19841,0.03324
0.36121,0.18045999999999998,0.034421
0.42678999999999995,0.30188000000000004,0.020581
0.26103000000000004,0.15858,0.031199
0.36884,0.20578000000000002,0.04767
0.64188,0.40058,0.027536
0.62315,0.29958,0.027272
0.25788,0.19713,0.035669
0.50143,0.40298,0.036469999999999995
0.2841,0.11194000000000001,0.046463
0.36323,0.20227,0.049111
0.6290100000000001,0.14072,0.014999
0.15084,0.1001,0.027723
0.40095,0.23267,0.040141
0.30505,0.17634,0.014418
0.6803,0.61163,0.049902999999999996
0.50071,0.25282,0.041056999999999996
0.42339,0.26277,0.012302
0.6492,0.30946,0.016043
0.16804000000000002,0.11778,0.013956
0.5446,0.17770999999999998,0.049319999999999996
0.6641,0.14993,0.048289
0.7984100000000001,0.23888,0.040312
0.19784000000000002,0.12422000000000001,0.036328
0.75593,0.70234,0.039717
0.51062,0.30861,0.020769
0.79483,0.19065,0.017573
0.69935,0.27221,0.048148
0.32759,0.2774,0.01648
0.62833,0.30172,0.034581
0.46537,0.1785,0.020303
0.43728999999999996,0.31096,0.042674000000000004
0.37518,0.11039000000000002,0.012223999999999999
0.77646,0.71167,0.033535
0.29281999999999997,0.15697,0.010817
0.25034,0.13096,0.039585
0.7481300000000001,0.44328999999999996,0.015884
0.19646,0.1278,0.019296999999999998
0.16939,0.10815,0.010568000000000001
0.54388,0.44873,0.030004000000000003
0.26811,0.13513,0.038532
0.37155,0.22591999999999998,0.034691
0.53458,0.2011,0.010467
0.78608,0.29693,0.049872
0.30167,0.16913,0.022141
0.78528,0.44993,0.046214
0.2951,0.11827,0.047133
0.27529000000000003,0.17899,0.03737
0.42536999999999997,0.12735,0.025202000000000002
0.3893,0.33197,0.040649
0.37485,0.12867,0.023479
0.26561,0.11780999999999998,0.049742
0.66714,0.30772,0.026352999999999998
0.5072800000000001,0.39311999999999997,0.041054
0.45052,0.37674,0.031342
0.56235,0.21368,0.017865
0.6167100000000001,0.28464,0.040378
0.50834,0.34234000000000003,0.032027
0.57257,0.12944,0.025174000000000002
0.49643000000000004,0.17353,0.012088
0.78784,0.20689000000000002,0.023801
0.73268,0.11830999999999998,0.034051
0.25082,0.17739000000000002,0.025089
0.15768,0.10503,0.022068
0.74663,0.13894,0.010772
0.68377,0.57238,0.038785
0.38541,0.22628,0.025435
0.42273,0.29618,0.016651
0.7815300000000001,0.46815,0.042373
0.7177600000000001,0.60019,0.019750999999999998
0.52705,0.46095,0.046942000000000005
0.73228,0.667,0.036536
0.66141,0.34892,0.012289
0.79209,0.41966000000000003,0.043552999999999994
0.48131,0.14235,0.034482
0.43695,0.13038,0.031762
0.46381000000000006,0.33605999999999997,0.040679
0.19471,0.12032000000000001,0.018104
0.26334,0.20133,0.045348
0.7018800000000001,0.60225,0.017881
0.43068,0.31459000000000004,0.033647
0.57572,0.42733999999999994,0.022909
0.52166,0.12230999999999999,0.042355000000000004
0.65773,0.32793,0.028947000000000004
0.62154,0.43506999999999996,0.044967
0.7147899999999999,0.29875,0.041319999999999996
0.75681,0.40425,0.013165999999999999
0.16895,0.11861,0.036302
0.49941,0.12234,0.049419
0.18309,0.12597,0.032067
0.72753,0.21498,0.023429
0.75621,0.1942,0.045501
0.23794,0.18773,0.027605
0.70449,0.40151,0.019001
0.19898,0.10865,0.021906000000000002
0.75844,0.39153000000000004,0.017502
0.54189,0.23235,0.022649000000000002
0.79738,0.56412,0.045228
0.20595,0.14658,0.034565
0.5189699999999999,0.3359,0.038718
0.74784,0.68942,0.013525
0.28414,0.16378,0.041823
0.46425,0.38240999999999997,0.014693000000000001
0.33288,0.20567,0.044032
0.5552199999999999,0.30921,0.033341
0.45473,0.17324,0.028227999999999996
0.36565,0.18561,0.042839999999999996
0.68739,0.50241,0.010329999999999999
0.68876,0.23876999999999998,0.041518
0.44183999999999996,0.22466,0.016188
0.40103,0.21522,0.022787
0.39523,0.2712,0.042517
0.17699,0.12415,0.031141000000000002
0.58781,0.43593999999999994,0.048069
0.38585,0.11102000000000001,0.022022999999999997
0.43892,0.36772,0.04804
0.5674399999999999,0.12979000000000002,0.030857
0.18093,0.12835,0.020256
0.4834,0.27734000000000003,0.031310000000000004
0.70896,0.30559000000000003,0.030172000000000004
0.79867,0.17088,0.045989999999999996
0.50515,0.18885,0.042868
0.74943,0.40028,0.011809
0.28087,0.20586999999999997,0.044236000000000004
0.47031000000000006,0.13138,0.013465000000000001
0.7406,0.45278999999999997,0.031771
0.25964,0.11252999999999999,0.047661
0.39868000000000003,0.1944,0.017077000000000002
0.31914000000000003,0.16355999999999998,0.031032999999999998
0.40901,0.27233,0.027274
0.21429,0.1145,0.040895
0.30277,0.11188,0.012422
0.7379399999999999,0.52013,0.039022
0.6249600000000001,0.11472,0.038541000000000006
0.18577,0.12987,0.018085
0.5796,0.45683999999999997,0.018435
0.74746,0.10712999999999999,0.023045
0.34421,0.18015,0.037689999999999994
0.66503,0.41883000000000004,0.040749
0.47418000000000005,0.29278000000000004,0.011826999999999999
0.23931999999999998,0.15737,0.017482
0.39188,0.32378,0.025336
0.7690600000000001,0.64051,0.03631
0.16025,0.10780999999999999,0.037765
0.494,0.35928000000000004,0.039807999999999996
0.79862,0.49736,0.011742
0.60067,0.23878000000000002,0.016944
0.17165999999999998,0.11994,0.016211
0.45998999999999995,0.30029,0.026366000000000004
0.44619,0.2733,0.036588
0.31975,0.24889,0.033572000000000005
0.54895,0.31976,0.037337999999999996
0.26992,0.18052,0.025138
0.52636,0.28138,0.041454000000000005
0.65551,0.22524,0.032242
0.49772,0.34156,0.010189
0.44438999999999995,0.28059,0.017361
0.39105999999999996,0.16895,0.0336
0.79735,0.16167,0.020458
0.7664,0.22888000000000003,0.027176
0.65332,0.5364800000000001,0.035575
0.7738,0.17494,0.032216
0.7622800000000001,0.67829,0.014531
0.53072,0.28396,0.04293
0.5644399999999999,0.17698,0.020112
0.72397,0.25545,0.040505
0.31790999999999997,0.16418,0.042667000000000004
0.23518000000000003,0.15263,0.027558
0.23576999999999998,0.10347,0.046076
0.29984,0.20635,0.027768
0.38333,0.25085,0.037362
0.67515,0.2779,0.011168
0.57952,0.52473,0.013686000000000002
0.45603999999999995,0.36849,0.045752
0.63205,0.50275,0.037325
0.67106,0.6103,0.011207
0.36414,0.131,0.02652
0.16028,0.10103999999999999,0.044596
0.22466999999999998,0.11945,0.04337
0.4203,0.12741,0.02281
0.29702,0.21223000000000003,0.020077
0.54707,0.27308000000000004,0.027391000000000002
0.77184,0.6703100000000001,0.032479
0.65408,0.46003999999999995,0.011754
0.54992,0.49473999999999996,0.020488
0.43151000000000006,0.25008,0.026681
0.35216,0.19107000000000002,0.021361
0.5210199999999999,0.45093,0.015327
0.48315,0.32414,0.032457
0.24677,0.16798,0.04967
0.45393999999999995,0.28841,0.036037
0.56918,0.24053000000000002,0.042718
0.23956,0.15782000000000002,0.03639
0.32019000000000003,0.13863,0.031992
0.38941,0.16184,0.046766
0.69018,0.37553000000000003,0.049541
0.65742,0.38763000000000003,0.031518
0.76121,0.6387,0.016477000000000002
0.60409,0.49743000000000004,0.034832999999999996
0.23909,0.12007000000000001,0.023958
0.41103999999999996,0.24334,0.034685
0.7125,0.1621,0.046672000000000005
0.66298,0.12558,0.032322000000000004
0.47472,0.27726,0.048295
0.48932,0.29329,0.021144999999999997
0.51261,0.16218,0.037911
0.39135,0.23765,0.012847999999999998
0.27053,0.21879,0.0217
0.31427,0.17038,0.02951
0.26289,0.10701,0.018594
0.34642,0.2767,0.035675
0.5978,0.13104000000000002,0.023045
0.65291,0.11992,0.039445
0.17889000000000002,0.12220999999999999,0.048776
0.76755,0.22655999999999998,0.021769
0.25498000000000004,0.17912,0.046954
0.56803,0.40135,0.048157
0.18258,0.11692999999999999,0.01411
0.27848,0.1855,0.032307
0.28326999999999997,0.21048000000000003,0.024905
0.35855,0.17189000000000002,0.024946
0.52482,0.29097,0.012203
0.72136,0.11713,0.011755
0.60938,0.24627,0.039993
0.56891,0.10575,0.035101
0.76993,0.44214,0.039367
0.78169,0.51008,0.017012
0.54577,0.43714,0.033705
0.49928,0.18738,0.013304
0.51968,0.2216,0.047593
0.49013,0.15144000000000002,0.011218
0.23961,0.11753,0.049378
0.7409399999999999,0.53967,0.047797000000000006
0.17499,0.11592000000000001,0.023464
0.35109,0.16559000000000001,0.026494999999999998
0.7038399999999999,0.45268,0.040782
0.38711,0.21,0.032102
0.25266,0.17851,0.019177
0.78371,0.51856,0.029426
0.26826,0.15880999999999998,0.01999
0.69021,0.17432,0.023734
0.33768000000000004,0.23264,0.039755
0.60848,0.41548999999999997,0.032914
0.60573,0.22086999999999998,0.021143000000000002
0.46003,0.23908000000000001,0.011197
0.63489,0.16195,0.030712
0.42307,0.30514,0.021533
0.28429,0.16677999999999998,0.026883999999999998
0.37713,0.12785,0.025593
0.19133,0.1359,0.013227000000000001
0.5184,0.20329,0.012521
0.59814,0.11141,0.025564
0.55145,0.44088999999999995,0.027482999999999997
0.48646000000000006,0.1157,0.025149
0.5271899999999999,0.26749,0.013968000000000001
0.68517,0.19077,0.031076999999999997
0.63844,0.48578000000000005,0.047108
0.79793,0.31644,0.015354
0.33000999999999997,0.24018,0.022035
0.40725,0.18672,0.012009
0.79605,0.68962,0.030329000000000002
0.78647,0.49409,0.048583
0.51925,0.36343000000000003,0.017937
0.44788,0.24375,0.032732
0.72139,0.37226,0.040216
0.53551,0.11849000000000001,0.022019999999999998
0.31392,0.14249,0.045804000000000004
0.53492,0.30264,0.039963
0.7982899999999999,0.61393,0.030882
0.63877,0.22759000000000001,0.017527
0.17423,0.12270999999999999,0.049983
0.71745,0.5219699999999999,0.046314999999999995
0.62613,0.17645,0.029700999999999998
0.55532,0.42546999999999996,0.028618
0.62646,0.46634,0.027156
0.6629,0.38787,0.025988999999999998
0.5383,0.25167,0.017602
0.51947,0.11360999999999999,0.034051
0.24586,0.19032000000000002,0.023284
0.7432,0.36758,0.035917000000000004
0.24236,0.10212,0.035836
0.60837,0.51708,0.042035
0.6333,0.57608,0.042226
0.29975999999999997,0.13443,0.028970999999999997
0.16834000000000002,0.10801,0.034834
0.5927,0.12314000000000001,0.018259
0.55273,0.23413,0.011245
0.68101,0.18662,0.016628
0.28602,0.19196,0.02265
0.27838,0.22830999999999999,0.028079000000000003
0.52557,0.27854,0.017781
0.17565,0.12359,0.038332
0.57687,0.22964,0.04992
0.51215,0.20125,0.049
0.61908,0.49735,0.043207
0.38837,0.30380999999999997,0.043222000000000003
0.18436,0.10944000000000001,0.014556
0.7196199999999999,0.11395999999999999,0.03607
0.42153,0.1203,0.03809
0.25126,0.12444000000000001,0.039394
0.34944000000000003,0.22607,0.049372000000000006
0.22804000000000002,0.11066,0.025083
0.37575,0.22584,0.0371
0.24741999999999997,0.10740999999999999,0.014988999999999999
0.6889,0.1503,0.022397
0.59185,0.44498999999999994,0.038574000000000004
0.35101,0.27471,0.015137000000000001
0.72816,0.28097,0.04155
0.3585,0.30449,0.032343000000000004
0.5222,0.28471,0.012412999999999999
0.37658,0.2848,0.029514
0.76356,0.5010100000000001,0.033245
0.78789,0.72235,0.038308
0.51361,0.11445,0.026812
0.7316699999999999,0.59312,0.021741999999999997
0.28833000000000003,0.20334000000000002,0.021155
0.21811,0.14912999999999998,0.017752
0.32547,0.11563,0.047375
0.23521999999999998,0.10349000000000001,0.030933999999999996
0.28323000000000004,0.21308000000000002,0.048246
0.63174,0.10084,0.042072000000000005
0.39311,0.18972999999999998,0.034979
0.38228,0.2621,0.028244
0.49157,0.39354,0.043332999999999997
0.25928,0.1093,0.038787
0.19115,0.10624000000000001,0.028255000000000002
0.57043,0.21971999999999997,0.039351
0.56015,0.31963,0.020765000000000002
0.56877,0.49633999999999995,0.042633
0.55598,0.15169000000000002,0.026618
0.53157,0.39006,0.019198
0.16614,0.10505,0.039657
0.4546,0.16792,0.025352
0.62772,0.16304000000000002,0.0152
0.5032399999999999,0.36482,0.023014
0.34959,0.14298,0.032617
0.29994,0.17002,0.016368
0.34271999999999997,0.28129,0.028317000000000002
0.24181999999999998,0.16975,0.043399
0.23970999999999998,0.1091,0.014336000000000002
0.44805,0.36451,0.04532
0.44488,0.3076,0.018716
0.2494,0.14689000000000002,0.017945
0.34905,0.17205,0.015228
0.6674800000000001,0.1843,0.017598
0.53628,0.35563,0.017011000000000002
0.65674,0.51075,0.031195999999999998
0.466,0.25963,0.040928
0.51236,0.32984,0.048304
0.7175199999999999,0.4368,0.012031
0.42773,0.12225,0.016343
0.41623999999999994,0.24723,0.045099
0.27478,0.11725999999999999,0.024009
0.4276,0.18042,0.026404
0.78388,0.43318,0.013045
0.45801000000000003,0.14487,0.018731
0.48591999999999996,0.30459,0.034865
0.4478,0.38695,0.043533999999999996
0.7580399999999999,0.46831999999999996,0.01237
0.28615999999999997,0.1474,0.038701
0.5481199999999999,0.15432,0.026826
0.66523,0.1314,0.04484
0.49715,0.17201,0.038247
0.16338,0.11067,0.046477
0.49501000000000006,0.36295,0.027591
0.53186,0.23681999999999997,0.034063
0.15649000000000002,0.10639000000000001,0.043801
0.73428,0.29336,0.018412
0.45664,0.22029,0.045125
0.19974,0.13264,0.02374
0.22532,0.1167,0.042537
0.61779,0.31803000000000003,0.031293
0.1509,0.10026,0.032148
0.18469000000000002,0.12352,0.040719
0.15324000000000002,0.10114,0.017549000000000002
0.23343000000000003,0.10684,0.010277
0.62989,0.27443,0.048626
0.74976,0.11108,0.017949
0.78285,0.59532,0.042058
0.77267,0.13982,0.029339999999999998
0.56224,0.25595999999999997,0.020978999999999998
0.23993,0.18323,0.02045
0.43616000000000005,0.17685,0.028061000000000003
0.38151,0.10103,0.047869
0.19077,0.12985,0.022871000000000002
0.40288,0.34633,0.046247
0.60577,0.39771999999999996,0.043634
0.5869,0.28755,0.01169
0.7995,0.52048,0.034252
0.69318,0.36202,0.015734
0.16902999999999999,0.10477,0.019427
0.48641999999999996,0.20559000000000002,0.02936
0.61233,0.5332899999999999,0.011834
0.27202,0.20783000000000001,0.013366
0.74664,0.57994,0.031010000000000003
0.55175,0.3543,0.014038
0.47156000000000003,0.37843000000000004,0.038105
0.24593,0.1699,0.028551999999999998
0.35544000000000003,0.17878,0.03884
0.66945,0.5035,0.032662000000000004
0.22491,0.13777999999999999,0.036874000000000004
0.28836,0.13036,0.022624000000000002
0.48726,0.20483,0.011909999999999999
0.76804,0.13639,0.030849
0.20526999999999998,0.15222,0.010904
0.60535,0.54235,0.033181999999999996
0.40687,0.19447,0.034309
0.34421,0.26416,0.025912
0.32934,0.17665,0.011881000000000001
0.21569000000000002,0.13189,0.014075999999999998
0.6127600000000001,0.24888000000000002,0.037404
0.79574,0.14467,0.022482
0.43816000000000005,0.32811,0.026761
0.65884,0.56838,0.022729
0.1604,0.10185,0.035335000000000005
0.483,0.19292,0.048708999999999995
0.2939,0.13164,0.047768
0.35779,0.25055,0.033291
0.33607,0.17851,0.042038
0.18597,0.12075999999999999,0.046508
0.39571999999999996,0.32113,0.019468
0.47248,0.22721999999999998,0.044069
0.3568,0.23849,0.038023
0.775,0.36596999999999996,0.027117000000000002
0.1883,0.12825999999999999,0.010338
0.7308100000000001,0.25737,0.028620999999999997
0.48393,0.39011,0.017556
0.67829,0.11909000000000002,0.017093
0.49487,0.28489000000000003,0.023119999999999998
0.36584,0.20576,0.04294
0.34581,0.23926,0.011422
0.27763000000000004,0.21197,0.046915
0.75775,0.19471,0.036284
0.68283,0.25227,0.027346
0.30654000000000003,0.204,0.01684
0.28256,0.20462,0.041777
0.58263,0.30835999999999997,0.012628
0.2979,0.13080999999999998,0.020822999999999998
0.7298100000000001,0.45337,0.021240000000000002
0.18866,0.10432999999999999,0.048943
0.18225,0.12711,0.030438999999999997
0.64482,0.25004,0.024375
0.43091999999999997,0.24524,0.01816
0.20794,0.1097,0.022391
0.3745,0.32006999999999997,0.019803
0.77989,0.20309000000000002,0.036815
0.3309,0.25690999999999997,0.024352000000000002
0.6067600000000001,0.49768,0.029693999999999998
0.26397,0.10317,0.015526
0.7731399999999999,0.6832,0.021447
0.42083999999999994,0.1501,0.017006999999999998
0.67769,0.3688,0.038827999999999994
0.46981999999999996,0.15300999999999998,0.030185000000000003
0.55929,0.26204,0.024796000000000002
0.49071000000000004,0.12251,0.027045
0.41483000000000003,0.23565999999999998,0.04834
0.5774199999999999,0.18531,0.047428
0.65298,0.17372,0.032537
0.17723,0.12342,0.033687
0.44719,0.16555999999999998,0.020166999999999997
0.58062,0.30745,0.044088999999999996
0.7832899999999999,0.36395,0.029675999999999998
0.45955,0.34585,0.035167000000000004
0.26356999999999997,0.19543,0.030958999999999997
0.68645,0.48878,0.043375
0.57862,0.39902,0.04723
0.55595,0.13176,0.040665
0.27045,0.19451,0.024339
0.56945,0.32561,0.013119
0.76755,0.19946,0.043485
0.53755,0.28745,0.028704
0.22689,0.10175,0.044905
0.52947,0.14376,0.043726999999999995
0.7833600000000001,0.13187000000000001,0.046985
0.5292600000000001,0.24031,0.0273
0.53452,0.34898,0.022513
0.31799,0.12648,0.014705000000000001
0.40854,0.35208,0.014247
0.63947,0.42931,0.024745
0.32445,0.23145,0.022296
0.78903,0.2773,0.013525
0.48783000000000004,0.27524,0.017372
0.2344,0.13734000000000002,0.024912
0.35044000000000003,0.25755,0.020839
0.38519000000000003,0.19237,0.039266
0.18606,0.1287,0.015125999999999999
0.6685,0.34883000000000003,0.034992
0.2996,0.17063,0.039444
0.446,0.16305,0.034906
0.21415,0.15723,0.026982
0.44078999999999996,0.3232,0.048548
0.26811,0.13695,0.019934
0.78538,0.11044000000000001,0.038969
0.5191,0.14547000000000002,0.045521
0.35086999999999996,0.23383,0.013447999999999998
0.33469,0.26059,0.019461000000000003
0.15337,0.10177,0.010379000000000001
0.79389,0.51662,0.035799
0.32485,0.21333000000000002,0.036811
0.35589,0.24324,0.044947
0.58763,0.44225,0.030782
0.34511,0.16165,0.029781000000000002
0.46115,0.2277,0.031199
0.70643,0.62454,0.028508999999999996
0.52277,0.10511,0.046385
0.46268000000000004,0.12514,0.035643
0.63381,0.28539000000000003,0.04372
0.33416,0.23103,0.047708
0.7632399999999999,0.39353,0.015691
0.21245999999999998,0.14974,0.03982
0.43728,0.26999,0.016385
0.43764,0.20077,0.048301
0.73285,0.54886,0.015258
0.7228100000000001,0.48783000000000004,0.028357999999999998
0.61949,0.10898,0.021524
0.7128,0.34833000000000003,0.033804
0.7569,0.16538,0.049752
0.53623,0.23825,0.030202
0.33742,0.27623000000000003,0.02837
0.35644000000000003,0.19915,0.033710000000000004
0.27351,0.20169,0.046133
0.7562800000000001,0.6181800000000001,0.028512
0.15147,0.10145,0.046212
0.33352,0.26905,0.038537
0.25053000000000003,0.16713,0.0337
0.58381,0.15354,0.047077
0.79276,0.47497,0.018815000000000002
0.50788,0.30838000000000004,0.012772
0.43001999999999996,0.20094,0.013386000000000002
0.52408,0.27544,0.046094
0.58885,0.15736,0.026152999999999996
0.24866,0.14490999999999998,0.012908000000000001
0.27826999999999996,0.21181,0.043258
0.75266,0.41633000000000003,0.036650999999999996
0.77172,0.47312,0.017461
0.7850199999999999,0.31987,0.022887
0.70806,0.15786,0.014394999999999998
0.60224,0.26992,0.030969
0.7779699999999999,0.24903000000000003,0.034591000000000004
0.19498,0.13637,0.035355000000000004
0.7791899999999999,0.10363,0.021348
0.69482,0.28981,0.031101
0.70021,0.54582,0.026868
0.70713,0.14398,0.031527
0.40165,0.16513,0.039344
0.73383,0.24995,0.04664
0.7773800000000001,0.5424399999999999,0.037502
0.41293,0.27331,0.036430000000000004
0.41481,0.13095,0.032218000000000004
0.36763,0.15859,0.033395999999999995
0.56534,0.38726,0.025321
0.69963,0.15629,0.022961000000000002
0.41752,0.25154,0.043168
0.38558000000000003,0.27129000000000003,0.040257999999999995
0.55345,0.2116,0.031619
0.5556399999999999,0.26837,0.017543
0.38813000000000003,0.24747,0.012289
0.45421000000000006,0.16222,0.025159
0.69719,0.51113,0.048354
0.20759,0.12222999999999999,0.032625
0.38752,0.21679,0.033313
0.18337,0.10122,0.011431
0.27683,0.14797000000000002,0.01652
0.6569,0.49742,0.044732999999999995
0.6381600000000001,0.28612,0.017271
0.24516,0.12988,0.025137
0.15641,0.10497999999999999,0.018376
0.69601,0.55374,0.045293
0.35268,0.16762,0.03948
0.40032,0.31878,0.011682
0.61884,0.52598,0.016986
0.6328,0.35885,0.016461
0.57225,0.30774,0.016955
0.5209199999999999,0.28209,0.013576
0.25974,0.12711,0.029439
0.33549,0.28299,0.037344
0.604,0.37861999999999996,0.015456999999999999
0.74483,0.5169100000000001,0.039776
0.42473,0.25883,0.043184
0.40176999999999996,0.28409,0.016603
0.15229,0.10182999999999999,0.015985
0.30975,0.10227,0.012614
0.70009,0.2306,0.045823
0.7235199999999999,0.18638,0.042288
0.69985,0.62351,0.026351
0.23845,0.13122,0.027594
0.21884,0.14577,0.017153
0.37183,0.17529,0.03854
0.22909000000000002,0.16025,0.034127
0.63066,0.27626999999999996,0.043136
0.18254,0.13177,0.046633999999999995
0.5818800000000001,0.1042,0.046863
0.49788999999999994,0.10658,0.032719
0.61177,0.23773000000000002,0.018035
0.73439,0.5219600000000001,0.044483999999999996
0.7065600000000001,0.56237,0.021079
0.53385,0.15432,0.016118
0.47921,0.1627,0.027529
0.6462,0.13037,0.03822
0.33607,0.11681,0.015207
0.41248999999999997,0.23748000000000002,0.044824
0.33849,0.10507999999999999,0.046666
0.43901,0.14949,0.023750999999999998
0.6726300000000001,0.29811,0.047488
0.50042,0.32844,0.022277
0.41678999999999994,0.21541999999999997,0.032749
0.66497,0.5716,0.04278
0.15902,0.10867,0.023559
0.35152,0.29856,0.047001
0.19759000000000002,0.13581,0.049204000000000005
0.29930999999999996,0.16365,0.015957
0.6796300000000001,0.25048000000000004,0.040894
0.39263000000000003,0.29805,0.020880000000000003
0.69813,0.35489,0.042677
0.42598,0.29156,0.031724
0.7126100000000001,0.24172,0.013653
0.70725,0.11938,0.049152
0.33386,0.16983,0.033007
0.51194,0.33894,0.018403
0.349,0.10969000000000001,0.031875
0.37318,0.1976,0.036875
0.44143999999999994,0.24645,0.020347
0.24666,0.1434,0.02582
0.34492,0.22075999999999998,0.023545
0.40196,0.15797,0.028123000000000002
0.45507,0.30445,0.01941
0.5842,0.32559,0.021156
0.37325,0.15448,0.013430000000000001
